product_id,name,category,brand,description,eco_attributes,eco_score,price,rating,stock
PROD_0108,Natural Shampoo,Beauty & Personal Care,NatureFirst,"Natural Shampoo from NatureFirst. Category: Beauty & Personal Care. Features: Non-Toxic, Carbon Neutral.","Non-Toxic, Carbon Neutral",21.57,39.1,4.0,77
PROD_0109,Green Puzzle,Toys & Games,NatureFirst,"Green Puzzle from NatureFirst. Category: Toys & Games. Features: Water Efficient, Locally Sourced, Energy Efficient.","Water Efficient, Locally Sourced, Energy Efficient",28.05,65.35,3.7,32
PROD_0110,Fair Trade AC Set,Home & Garden,GreenLife,"Fair Trade AC Set from GreenLife. Category: Home & Garden. Features: Fair Trade, Minimal Packaging.","Fair Trade, Minimal Packaging",32.76,105.85,4.8,11
PROD_0111,Eco Deodorant,Beauty & Personal Care,PureEarth,"Eco Deodorant from PureEarth. Category: Beauty & Personal Care. Features: Biodegradable, Energy Efficient, Sustainable. Additional benefits: Renewable Materials, Locally Sourced.","Biodegradable, Energy Efficient, Sustainable, Renewable Materials, Locally Sourced",52.06,54.8,3.9,21
PROD_0112,Locally Sourced Soap Cream,Beauty & Personal Care,GreenWave,"Locally Sourced Soap Cream from GreenWave. Category: Beauty & Personal Care. Features: Sustainable, Locally Sourced, Recycled. Additional benefits: Minimal Packaging.","Sustainable, Locally Sourced, Recycled, Minimal Packaging",42.76,18.76,4.7,86
PROD_0113,Eco Handbook,Books,SustainableStyle,"Eco Handbook from SustainableStyle. Category: Books. Features: Recycled, Carbon Neutral, Organic. Additional benefits: Fair Trade.","Recycled, Carbon Neutral, Organic, Fair Trade",36.9,36.37,4.1,47
PROD_0114,Minimal Packaging Deodorant Cream,Beauty & Personal Care,EcoEssentials,"Minimal Packaging Deodorant Cream from EcoEssentials. Category: Beauty & Personal Care. Features: Non-Toxic, Locally Sourced, Recycled. Additional benefits: Energy Efficient, Minimal Packaging.","Non-Toxic, Locally Sourced, Recycled, Energy Efficient, Minimal Packaging",44.65,83.89,4.9,41
PROD_0115,Carbon Neutral Coffee,Food & Beverages,GreenLife,"Carbon Neutral Coffee from GreenLife. Category: Food & Beverages. Features: Sustainable, Fair Trade, Carbon Neutral. Additional benefits: Recycled, Biodegradable.","Sustainable, Fair Trade, Carbon Neutral, Recycled, Biodegradable",53.91,79.76,4.6,63
PROD_0116,Sustainable Hemp,Clothing,GreenLife,"Sustainable Hemp from GreenLife. Category: Clothing. Features: Renewable Materials, Biodegradable, Carbon Neutral.","Renewable Materials, Biodegradable, Carbon Neutral",31.96,40.83,4.9,95
PROD_0117,Sustainable Living,Books,EcoEssentials,"Sustainable Living from EcoEssentials. Category: Books. Features: Carbon Neutral, Non-Toxic, Recycled.","Carbon Neutral, Non-Toxic, Recycled",35.53,33.68,4.0,4
PROD_0118,Eco Yoga Mat,Sports & Outdoors,EarthFriendly,"Eco Yoga Mat from EarthFriendly. Category: Sports & Outdoors. Features: Minimal Packaging, Energy Efficient, Locally Sourced. Additional benefits: Recycled, Water Efficient.","Minimal Packaging, Energy Efficient, Locally Sourced, Recycled, Water Efficient",48.8,65.57,3.5,50
PROD_0119,Eco Soap,Beauty & Personal Care,EarthFriendly,"Eco Soap from EarthFriendly. Category: Beauty & Personal Care. Features: Minimal Packaging, Recycled.","Minimal Packaging, Recycled",25.62,29.84,4.9,6
PROD_0120,Eco Water Bottle,Sports & Outdoors,EarthFriendly,"Eco Water Bottle from EarthFriendly. Category: Sports & Outdoors. Features: Water Efficient, Energy Efficient, Recycled.","Water Efficient, Energy Efficient, Recycled",43.56,77.65,4.2,27
PROD_0121,Fair Trade Tea,Food & Beverages,PureEarth,"Fair Trade Tea from PureEarth. Category: Food & Beverages. Features: Water Efficient, Organic, Fair Trade.","Water Efficient, Organic, Fair Trade",33.97,12.54,4.5,32
PROD_0122,Eco LED,Home & Garden,GreenLife,"Eco LED from GreenLife. Category: Home & Garden. Features: Biodegradable, Organic.","Biodegradable, Organic",31.85,56.47,4.7,2
PROD_0123,Green Compost Kit,Home & Garden,NatureFirst,"Green Compost Kit from NatureFirst. Category: Home & Garden. Features: Biodegradable, Carbon Neutral.","Biodegradable, Carbon Neutral",27.94,16.15,3.6,60
PROD_0124,Renewable Materials Building Blocks Set,Toys & Games,PureEarth,"Renewable Materials Building Blocks Set from PureEarth. Category: Toys & Games. Features: Minimal Packaging, Renewable Materials.","Minimal Packaging, Renewable Materials",12.55,136.5,4.8,58
PROD_0125,Smart Recycled Laptop,Electronics,EcoBrand,"Smart Recycled Laptop from EcoBrand. Category: Electronics. Features: Carbon Neutral, Sustainable, Recycled. Additional benefits: Minimal Packaging, Renewable Materials.","Carbon Neutral, Sustainable, Recycled, Minimal Packaging, Renewable Materials",40.87,25.61,3.7,77
PROD_0126,Green AC Kit,Home & Garden,GreenLife,"Green AC Kit from GreenLife. Category: Home & Garden. Features: Fair Trade, Water Efficient, Non-Toxic.","Fair Trade, Water Efficient, Non-Toxic",39.07,98.13,3.7,76
PROD_0127,Natural Soap,Beauty & Personal Care,GreenWave,"Natural Soap from GreenWave. Category: Beauty & Personal Care. Features: Recycled, Sustainable, Renewable Materials. Additional benefits: Energy Efficient, Carbon Neutral.","Recycled, Sustainable, Renewable Materials, Energy Efficient, Carbon Neutral",49.22,22.07,3.6,43
PROD_0128,Green Board Game,Toys & Games,EcoTech,"Green Board Game from EcoTech. Category: Toys & Games. Features: Sustainable, Recycled, Locally Sourced. Additional benefits: Carbon Neutral, Water Efficient.","Sustainable, Recycled, Locally Sourced, Carbon Neutral, Water Efficient",49.8,66.56,3.6,19
PROD_0129,Eco Building Blocks,Toys & Games,GreenLife,"Eco Building Blocks from GreenLife. Category: Toys & Games. Features: Recycled, Sustainable.","Recycled, Sustainable",15.76,10.74,4.7,16
PROD_0130,Green Television Max,Electronics,EcoEssentials,"Green Television Max from EcoEssentials. Category: Electronics. Features: Non-Toxic, Recycled, Carbon Neutral. Additional benefits: Locally Sourced.","Non-Toxic, Recycled, Carbon Neutral, Locally Sourced",33.68,98.31,3.6,36
PROD_0131,Renewable Materials Soap Cream,Beauty & Personal Care,PureEarth,"Renewable Materials Soap Cream from PureEarth. Category: Beauty & Personal Care. Features: Water Efficient, Renewable Materials.","Water Efficient, Renewable Materials",25.55,107.8,4.1,28
PROD_0132,Sustainable Wool,Clothing,PureEarth,"Sustainable Wool from PureEarth. Category: Clothing. Features: Recycled, Fair Trade, Water Efficient. Additional benefits: Energy Efficient.","Recycled, Fair Trade, Water Efficient, Energy Efficient",40.49,32.99,4.2,77
PROD_0133,Natural Shampoo,Beauty & Personal Care,EcoBrand,"Natural Shampoo from EcoBrand. Category: Beauty & Personal Care. Features: Fair Trade, Sustainable, Locally Sourced.","Fair Trade, Sustainable, Locally Sourced",33.61,17.09,4.6,18
PROD_0134,Non-Toxic Guide,Books,GreenLife,"Non-Toxic Guide from GreenLife. Category: Books. Features: Sustainable, Non-Toxic, Organic.","Sustainable, Non-Toxic, Organic",31.46,35.56,4.1,53
PROD_0135,Green Building Blocks,Toys & Games,PureEarth,"Green Building Blocks from PureEarth. Category: Toys & Games. Features: Locally Sourced, Fair Trade, Sustainable.","Locally Sourced, Fair Trade, Sustainable",34.45,24.02,3.8,19
PROD_0136,Eco Fridge,Home & Garden,EcoEssentials,"Eco Fridge from EcoEssentials. Category: Home & Garden. Features: Non-Toxic, Recycled.","Non-Toxic, Recycled",28.35,72.73,5.0,62
PROD_0137,Eco Building Blocks,Toys & Games,EcoTech,"Eco Building Blocks from EcoTech. Category: Toys & Games. Features: Energy Efficient, Renewable Materials, Recycled. Additional benefits: Locally Sourced.","Energy Efficient, Renewable Materials, Recycled, Locally Sourced",39.49,17.84,5.0,86
PROD_0138,Carbon Neutral Puzzle Set,Toys & Games,SustainableStyle,"Carbon Neutral Puzzle Set from SustainableStyle. Category: Toys & Games. Features: Organic, Energy Efficient, Carbon Neutral. Additional benefits: Sustainable.","Organic, Energy Efficient, Carbon Neutral, Sustainable",50.38,45.83,4.5,27
PROD_0139,Green Air Conditioner Kit,Home & Garden,NatureFirst,"Green Air Conditioner Kit from NatureFirst. Category: Home & Garden. Features: Locally Sourced, Recycled, Organic. Additional benefits: Minimal Packaging.","Locally Sourced, Recycled, Organic, Minimal Packaging",54.77,17.92,4.4,16
PROD_0140,Locally Sourced Guide,Books,SustainableStyle,"Locally Sourced Guide from SustainableStyle. Category: Books. Features: Renewable Materials, Sustainable, Locally Sourced.","Renewable Materials, Sustainable, Locally Sourced",28.45,72.32,4.4,5
PROD_0141,Eco Handbook,Books,EcoBrand,"Eco Handbook from EcoBrand. Category: Books. Features: Recycled, Locally Sourced, Water Efficient. Additional benefits: Carbon Neutral, Renewable Materials.","Recycled, Locally Sourced, Water Efficient, Carbon Neutral, Renewable Materials",40.8,20.5,4.2,14
PROD_0142,Biodegradable Guide,Books,EcoBrand,"Biodegradable Guide from EcoBrand. Category: Books. Features: Biodegradable, Water Efficient, Minimal Packaging. Additional benefits: Locally Sourced.","Biodegradable, Water Efficient, Minimal Packaging, Locally Sourced",42.16,7.78,3.6,31
PROD_0143,Recycled Guide,Books,EcoEssentials,"Recycled Guide from EcoEssentials. Category: Books. Features: Renewable Materials, Recycled, Carbon Neutral. Additional benefits: Fair Trade, Locally Sourced.","Renewable Materials, Recycled, Carbon Neutral, Fair Trade, Locally Sourced",46.71,148.55,4.0,9
PROD_0144,Locally Sourced Cotton Shirt,Clothing,SustainableStyle,"Locally Sourced Cotton Shirt from SustainableStyle. Category: Clothing. Features: Locally Sourced, Sustainable, Biodegradable.","Locally Sourced, Sustainable, Biodegradable",36.86,71.98,3.7,32
PROD_0145,Natural Juice,Food & Beverages,SustainableCo,"Natural Juice from SustainableCo. Category: Food & Beverages. Features: Non-Toxic, Recycled, Biodegradable.","Non-Toxic, Recycled, Biodegradable",32.4,143.33,4.9,96
PROD_0146,Minimal Packaging Art Supplies Set,Toys & Games,EcoEssentials,"Minimal Packaging Art Supplies Set from EcoEssentials. Category: Toys & Games. Features: Non-Toxic, Locally Sourced, Biodegradable. Additional benefits: Minimal Packaging.","Non-Toxic, Locally Sourced, Biodegradable, Minimal Packaging",38.63,26.42,4.7,80
PROD_0147,Renewable Materials Lotion Cream,Beauty & Personal Care,NatureFirst,"Renewable Materials Lotion Cream from NatureFirst. Category: Beauty & Personal Care. Features: Locally Sourced, Renewable Materials.","Locally Sourced, Renewable Materials",15.43,97.82,5.0,57
PROD_0148,Eco Fridge Pro,Electronics,EcoBrand,"Eco Fridge Pro from EcoBrand. Category: Electronics. Features: Fair Trade, Recycled, Non-Toxic. Additional benefits: Renewable Materials.","Fair Trade, Recycled, Non-Toxic, Renewable Materials",38.38,41.39,4.2,57
PROD_0149,Organic Coffee,Food & Beverages,PureEarth,"Organic Coffee from PureEarth. Category: Food & Beverages. Features: Renewable Materials, Biodegradable, Organic. Additional benefits: Minimal Packaging, Recycled.","Renewable Materials, Biodegradable, Organic, Minimal Packaging, Recycled",47.03,20.5,3.6,82
PROD_0150,Green Refrigerator Kit,Home & Garden,EcoBrand,"Green Refrigerator Kit from EcoBrand. Category: Home & Garden. Features: Sustainable, Minimal Packaging, Non-Toxic.","Sustainable, Minimal Packaging, Non-Toxic",37.3,42.18,5.0,20
PROD_0151,Eco Yoga Mat,Sports & Outdoors,PureEarth,"Eco Yoga Mat from PureEarth. Category: Sports & Outdoors. Features: Carbon Neutral, Sustainable, Locally Sourced. Additional benefits: Organic.","Carbon Neutral, Sustainable, Locally Sourced, Organic",42.03,34.38,4.7,42
PROD_0152,Sustainable Wool Shirt,Clothing,SustainableStyle,"Sustainable Wool Shirt from SustainableStyle. Category: Clothing. Features: Fair Trade, Sustainable, Water Efficient. Additional benefits: Biodegradable, Locally Sourced.","Fair Trade, Sustainable, Water Efficient, Biodegradable, Locally Sourced",48.43,9.21,3.7,44
PROD_0153,Eco Toothpaste,Beauty & Personal Care,EcoTech,"Eco Toothpaste from EcoTech. Category: Beauty & Personal Care. Features: Water Efficient, Recycled, Fair Trade.","Water Efficient, Recycled, Fair Trade",32.6,49.98,3.8,42
PROD_0154,Eco Refrigerator,Home & Garden,SustainableStyle,"Eco Refrigerator from SustainableStyle. Category: Home & Garden. Features: Non-Toxic, Sustainable.","Non-Toxic, Sustainable",33.3,113.65,4.0,2
PROD_0155,Energy Efficient Water Bottle Gear,Sports & Outdoors,NatureFirst,"Energy Efficient Water Bottle Gear from NatureFirst. Category: Sports & Outdoors. Features: Energy Efficient, Locally Sourced, Minimal Packaging.","Energy Efficient, Locally Sourced, Minimal Packaging",35.66,18.2,4.3,19
PROD_0156,Organic Wool Tee,Clothing,NatureFirst,"Organic Wool Tee from NatureFirst. Category: Clothing. Features: Renewable Materials, Sustainable.","Renewable Materials, Sustainable",26.57,114.55,4.8,84
PROD_0157,Biodegradable Water Bottle Gear,Sports & Outdoors,EcoEssentials,"Biodegradable Water Bottle Gear from EcoEssentials. Category: Sports & Outdoors. Features: Water Efficient, Carbon Neutral, Biodegradable.","Water Efficient, Carbon Neutral, Biodegradable",44.3,134.86,4.8,98
PROD_0158,Green LED Kit,Home & Garden,GreenWave,"Green LED Kit from GreenWave. Category: Home & Garden. Features: Carbon Neutral, Locally Sourced.","Carbon Neutral, Locally Sourced",22.9,26.7,3.5,78
PROD_0159,Natural Soap,Beauty & Personal Care,GreenWave,"Natural Soap from GreenWave. Category: Beauty & Personal Care. Features: Renewable Materials, Energy Efficient, Fair Trade.","Renewable Materials, Energy Efficient, Fair Trade",35.23,98.98,4.6,86
PROD_0160,Renewable Materials Puzzle Set,Toys & Games,GreenWave,"Renewable Materials Puzzle Set from GreenWave. Category: Toys & Games. Features: Carbon Neutral, Renewable Materials, Non-Toxic. Additional benefits: Sustainable.","Carbon Neutral, Renewable Materials, Non-Toxic, Sustainable",36.83,25.18,3.5,32
PROD_0161,Eco Laptop Pro,Electronics,GreenWave,"Eco Laptop Pro from GreenWave. Category: Electronics. Features: Renewable Materials, Recycled, Sustainable. Additional benefits: Non-Toxic.","Renewable Materials, Recycled, Sustainable, Non-Toxic",42.29,8.11,4.1,34
PROD_0162,Eco Board Game,Toys & Games,SustainableStyle,"Eco Board Game from SustainableStyle. Category: Toys & Games. Features: Carbon Neutral, Recycled, Energy Efficient.","Carbon Neutral, Recycled, Energy Efficient",35.43,29.68,4.0,53
PROD_0163,Smart Recycled Phone,Electronics,EcoTech,"Smart Recycled Phone from EcoTech. Category: Electronics. Features: Energy Efficient, Carbon Neutral, Recycled. Additional benefits: Locally Sourced.","Energy Efficient, Carbon Neutral, Recycled, Locally Sourced",44.51,35.14,4.1,12
PROD_0164,Eco Water Bottle,Sports & Outdoors,SustainableCo,"Eco Water Bottle from SustainableCo. Category: Sports & Outdoors. Features: Organic, Fair Trade, Minimal Packaging.","Organic, Fair Trade, Minimal Packaging",38.91,43.14,4.9,60
PROD_0165,Eco Puzzle,Toys & Games,EcoEssentials,"Eco Puzzle from EcoEssentials. Category: Toys & Games. Features: Recycled, Organic.","Recycled, Organic",14.48,31.68,4.2,70
PROD_0166,Organic Guide,Books,GreenLife,"Organic Guide from GreenLife. Category: Books. Features: Energy Efficient, Fair Trade, Recycled. Additional benefits: Organic.","Energy Efficient, Fair Trade, Recycled, Organic",36.97,45.72,4.0,8
PROD_0167,Organic Bamboo Tee,Clothing,GreenWave,"Organic Bamboo Tee from GreenWave. Category: Clothing. Features: Non-Toxic, Renewable Materials.","Non-Toxic, Renewable Materials",19.48,56.58,3.6,37
PROD_0168,Eco Handbook,Books,EcoBrand,"Eco Handbook from EcoBrand. Category: Books. Features: Energy Efficient, Water Efficient, Carbon Neutral. Additional benefits: Biodegradable.","Energy Efficient, Water Efficient, Carbon Neutral, Biodegradable",31.49,48.92,4.0,8
PROD_0169,Green Phone Max,Electronics,EcoTech,"Green Phone Max from EcoTech. Category: Electronics. Features: Organic, Non-Toxic, Carbon Neutral. Additional benefits: Locally Sourced, Fair Trade.","Organic, Non-Toxic, Carbon Neutral, Locally Sourced, Fair Trade",44.69,71.1,4.5,100
PROD_0170,Organic Hemp Tee,Clothing,PureEarth,"Organic Hemp Tee from PureEarth. Category: Clothing. Features: Sustainable, Non-Toxic, Recycled.","Sustainable, Non-Toxic, Recycled",31.77,22.63,3.6,5
PROD_0171,Eco Water Bottle,Sports & Outdoors,SustainableStyle,"Eco Water Bottle from SustainableStyle. Category: Sports & Outdoors. Features: Non-Toxic, Biodegradable, Minimal Packaging. Additional benefits: Water Efficient.","Non-Toxic, Biodegradable, Minimal Packaging, Water Efficient",39.35,17.56,3.8,8
PROD_0172,Eco Board Game,Toys & Games,EcoBrand,"Eco Board Game from EcoBrand. Category: Toys & Games. Features: Energy Efficient, Organic, Sustainable. Additional benefits: Non-Toxic.","Energy Efficient, Organic, Sustainable, Non-Toxic",31.83,28.41,4.0,69
PROD_0173,Eco Board Game,Toys & Games,NatureFirst,"Eco Board Game from NatureFirst. Category: Toys & Games. Features: Non-Toxic, Energy Efficient.","Non-Toxic, Energy Efficient",32.82,34.06,3.6,83
PROD_0174,Sustainable Running,Sports & Outdoors,NatureFirst,"Sustainable Running from NatureFirst. Category: Sports & Outdoors. Features: Locally Sourced, Carbon Neutral.","Locally Sourced, Carbon Neutral",28.57,86.81,3.6,43
PROD_0175,Carbon Neutral Air Conditioner Set,Home & Garden,GreenWave,"Carbon Neutral Air Conditioner Set from GreenWave. Category: Home & Garden. Features: Locally Sourced, Renewable Materials, Fair Trade. Additional benefits: Recycled, Carbon Neutral.","Locally Sourced, Renewable Materials, Fair Trade, Recycled, Carbon Neutral",51.44,27.75,4.7,23
PROD_0176,Eco Lotion,Beauty & Personal Care,PureEarth,"Eco Lotion from PureEarth. Category: Beauty & Personal Care. Features: Recycled, Locally Sourced.","Recycled, Locally Sourced",20.32,52.65,3.8,57
PROD_0177,Sustainable Living,Books,SustainableCo,"Sustainable Living from SustainableCo. Category: Books. Features: Locally Sourced, Minimal Packaging, Organic. Additional benefits: Sustainable, Carbon Neutral.","Locally Sourced, Minimal Packaging, Organic, Sustainable, Carbon Neutral",43.62,5.25,4.4,85
PROD_0178,Eco Handbook,Books,PureEarth,"Eco Handbook from PureEarth. Category: Books. Features: Organic, Biodegradable, Water Efficient.","Organic, Biodegradable, Water Efficient",25.87,5.73,4.6,16
PROD_0179,Organic Bamboo Tee,Clothing,EarthFriendly,"Organic Bamboo Tee from EarthFriendly. Category: Clothing. Features: Locally Sourced, Carbon Neutral, Water Efficient. Additional benefits: Organic.","Locally Sourced, Carbon Neutral, Water Efficient, Organic",44.88,42.48,4.3,47
PROD_0180,Eco Yoga Mat,Sports & Outdoors,GreenWave,"Eco Yoga Mat from GreenWave. Category: Sports & Outdoors. Features: Water Efficient, Biodegradable.","Water Efficient, Biodegradable",21.14,35.29,4.2,40
PROD_0181,Natural Deodorant,Beauty & Personal Care,EarthFriendly,"Natural Deodorant from EarthFriendly. Category: Beauty & Personal Care. Features: Organic, Biodegradable.","Organic, Biodegradable",15.97,38.97,3.9,71
PROD_0182,Organic Linen Tee,Clothing,NatureFirst,"Organic Linen Tee from NatureFirst. Category: Clothing. Features: Sustainable, Minimal Packaging, Energy Efficient. Additional benefits: Fair Trade.","Sustainable, Minimal Packaging, Energy Efficient, Fair Trade",41.07,31.87,4.0,15
PROD_0183,Green Compost Kit,Home & Garden,GreenLife,"Green Compost Kit from GreenLife. Category: Home & Garden. Features: Biodegradable, Minimal Packaging, Recycled. Additional benefits: Locally Sourced, Renewable Materials.","Biodegradable, Minimal Packaging, Recycled, Locally Sourced, Renewable Materials",48.77,13.94,3.7,69
PROD_0184,Natural Deodorant,Beauty & Personal Care,NatureFirst,"Natural Deodorant from NatureFirst. Category: Beauty & Personal Care. Features: Sustainable, Non-Toxic, Biodegradable.","Sustainable, Non-Toxic, Biodegradable",33.09,68.61,4.5,15
PROD_0185,Natural Cereal,Food & Beverages,SustainableCo,"Natural Cereal from SustainableCo. Category: Food & Beverages. Features: Minimal Packaging, Organic, Locally Sourced.","Minimal Packaging, Organic, Locally Sourced",38.96,108.2,3.6,59
PROD_0186,Eco Fridge,Home & Garden,EcoEssentials,"Eco Fridge from EcoEssentials. Category: Home & Garden. Features: Recycled, Fair Trade.","Recycled, Fair Trade",39.87,74.56,4.6,98
PROD_0187,Eco Handbook,Books,EcoEssentials,"Eco Handbook from EcoEssentials. Category: Books. Features: Biodegradable, Locally Sourced.","Biodegradable, Locally Sourced",15.81,28.44,3.9,59
PROD_0188,Renewable Materials Backpack Gear,Sports & Outdoors,SustainableCo,"Renewable Materials Backpack Gear from SustainableCo. Category: Sports & Outdoors. Features: Biodegradable, Carbon Neutral, Renewable Materials.","Biodegradable, Carbon Neutral, Renewable Materials",40.98,11.61,4.4,19
PROD_0189,Eco Lotion,Beauty & Personal Care,SustainableCo,"Eco Lotion from SustainableCo. Category: Beauty & Personal Care. Features: Locally Sourced, Energy Efficient, Sustainable.","Locally Sourced, Energy Efficient, Sustainable",25.01,51.95,3.7,32
PROD_0190,Non-Toxic Cereal,Food & Beverages,SustainableStyle,"Non-Toxic Cereal from SustainableStyle. Category: Food & Beverages. Features: Biodegradable, Non-Toxic, Fair Trade. Additional benefits: Renewable Materials.","Biodegradable, Non-Toxic, Fair Trade, Renewable Materials",44.71,20.07,3.7,75
PROD_0191,Organic Water Set,Home & Garden,SustainableCo,"Organic Water Set from SustainableCo. Category: Home & Garden. Features: Water Efficient, Organic, Non-Toxic. Additional benefits: Recycled.","Water Efficient, Organic, Non-Toxic, Recycled",41.04,16.59,3.8,98
PROD_0192,Eco Handbook,Books,EcoEssentials,"Eco Handbook from EcoEssentials. Category: Books. Features: Minimal Packaging, Non-Toxic.","Minimal Packaging, Non-Toxic",8.49,57.27,5.0,61
PROD_0193,Organic Juice,Food & Beverages,EcoTech,"Organic Juice from EcoTech. Category: Food & Beverages. Features: Minimal Packaging, Recycled, Organic. Additional benefits: Biodegradable.","Minimal Packaging, Recycled, Organic, Biodegradable",45.81,16.02,5.0,59
PROD_0194,Organic Tea,Food & Beverages,PureEarth,"Organic Tea from PureEarth. Category: Food & Beverages. Features: Locally Sourced, Sustainable, Non-Toxic.","Locally Sourced, Sustainable, Non-Toxic",40.19,41.22,3.9,65
PROD_0195,Sustainable Bamboo,Clothing,PureEarth,"Sustainable Bamboo from PureEarth. Category: Clothing. Features: Minimal Packaging, Recycled, Fair Trade.","Minimal Packaging, Recycled, Fair Trade",36.5,15.15,4.9,12
PROD_0196,Green TV Max,Electronics,NatureFirst,"Green TV Max from NatureFirst. Category: Electronics. Features: Water Efficient, Carbon Neutral, Energy Efficient. Additional benefits: Biodegradable, Locally Sourced.","Water Efficient, Carbon Neutral, Energy Efficient, Biodegradable, Locally Sourced",55.22,120.99,3.9,97
PROD_0197,Eco Refrigerator,Home & Garden,GreenWave,"Eco Refrigerator from GreenWave. Category: Home & Garden. Features: Minimal Packaging, Fair Trade, Sustainable. Additional benefits: Organic, Recycled.","Minimal Packaging, Fair Trade, Sustainable, Organic, Recycled",48.69,52.27,4.0,30
PROD_0198,Natural Juice,Food & Beverages,EcoEssentials,"Natural Juice from EcoEssentials. Category: Food & Beverages. Features: Organic, Sustainable, Fair Trade. Additional benefits: Minimal Packaging.","Organic, Sustainable, Fair Trade, Minimal Packaging",48.4,3.7,3.9,68
PROD_0199,Smart Biodegradable Television,Electronics,GreenLife,"Smart Biodegradable Television from GreenLife. Category: Electronics. Features: Biodegradable, Fair Trade, Locally Sourced. Additional benefits: Carbon Neutral, Water Efficient.","Biodegradable, Fair Trade, Locally Sourced, Carbon Neutral, Water Efficient",46.3,16.06,3.9,72
PROD_0200,Natural Snacks,Food & Beverages,PureEarth,"Natural Snacks from PureEarth. Category: Food & Beverages. Features: Recycled, Carbon Neutral, Renewable Materials. Additional benefits: Minimal Packaging.","Recycled, Carbon Neutral, Renewable Materials, Minimal Packaging",41.3,41.03,4.2,16
PROD_0201,Biodegradable Wool Shirt,Clothing,EcoTech,"Biodegradable Wool Shirt from EcoTech. Category: Clothing. Features: Locally Sourced, Renewable Materials, Sustainable. Additional benefits: Biodegradable.","Locally Sourced, Renewable Materials, Sustainable, Biodegradable",38.74,34.4,4.0,64
PROD_0202,Eco Refrigerator Pro,Electronics,EcoBrand,"Eco Refrigerator Pro from EcoBrand. Category: Electronics. Features: Biodegradable, Locally Sourced.","Biodegradable, Locally Sourced",17.99,60.84,4.5,19
PROD_0203,Green AC Kit,Home & Garden,PureEarth,"Green AC Kit from PureEarth. Category: Home & Garden. Features: Biodegradable, Carbon Neutral, Water Efficient. Additional benefits: Fair Trade.","Biodegradable, Carbon Neutral, Water Efficient, Fair Trade",46.65,104.93,4.2,90
PROD_0204,Eco Shampoo,Beauty & Personal Care,GreenWave,"Eco Shampoo from GreenWave. Category: Beauty & Personal Care. Features: Locally Sourced, Sustainable.","Locally Sourced, Sustainable",15.15,14.5,4.9,74
PROD_0205,Eco Toothpaste,Beauty & Personal Care,EcoBrand,"Eco Toothpaste from EcoBrand. Category: Beauty & Personal Care. Features: Fair Trade, Non-Toxic, Water Efficient. Additional benefits: Energy Efficient, Organic.","Fair Trade, Non-Toxic, Water Efficient, Energy Efficient, Organic",49.86,20.43,4.9,67
PROD_0206,Water Efficient Guide,Books,SustainableCo,"Water Efficient Guide from SustainableCo. Category: Books. Features: Organic, Water Efficient, Recycled.","Organic, Water Efficient, Recycled",31.44,117.23,4.8,40
PROD_0207,Eco Handbook,Books,SustainableCo,"Eco Handbook from SustainableCo. Category: Books. Features: Sustainable, Energy Efficient, Carbon Neutral. Additional benefits: Renewable Materials, Minimal Packaging.","Sustainable, Energy Efficient, Carbon Neutral, Renewable Materials, Minimal Packaging",46.69,23.82,3.8,66
PROD_0208,Organic Tea,Food & Beverages,SustainableStyle,"Organic Tea from SustainableStyle. Category: Food & Beverages. Features: Non-Toxic, Minimal Packaging, Renewable Materials. Additional benefits: Carbon Neutral.","Non-Toxic, Minimal Packaging, Renewable Materials, Carbon Neutral",45.41,25.66,4.7,68
PROD_0209,Fair Trade Water Bottle Gear,Sports & Outdoors,SustainableStyle,"Fair Trade Water Bottle Gear from SustainableStyle. Category: Sports & Outdoors. Features: Non-Toxic, Sustainable, Fair Trade. Additional benefits: Minimal Packaging.","Non-Toxic, Sustainable, Fair Trade, Minimal Packaging",43.45,174.22,4.0,71
PROD_0210,Natural Lotion,Beauty & Personal Care,EarthFriendly,"Natural Lotion from EarthFriendly. Category: Beauty & Personal Care. Features: Fair Trade, Energy Efficient, Minimal Packaging. Additional benefits: Locally Sourced.","Fair Trade, Energy Efficient, Minimal Packaging, Locally Sourced",38.65,70.68,4.7,36
PROD_0211,Sustainable Cotton,Clothing,EcoEssentials,"Sustainable Cotton from EcoEssentials. Category: Clothing. Features: Carbon Neutral, Locally Sourced, Biodegradable. Additional benefits: Fair Trade, Organic.","Carbon Neutral, Locally Sourced, Biodegradable, Fair Trade, Organic",39.81,14.78,4.2,56
PROD_0212,Eco Lotion,Beauty & Personal Care,GreenWave,"Eco Lotion from GreenWave. Category: Beauty & Personal Care. Features: Energy Efficient, Renewable Materials, Fair Trade.","Energy Efficient, Renewable Materials, Fair Trade",37.26,16.86,4.3,13
PROD_0213,Non-Toxic Tea,Food & Beverages,EarthFriendly,"Non-Toxic Tea from EarthFriendly. Category: Food & Beverages. Features: Non-Toxic, Renewable Materials.","Non-Toxic, Renewable Materials",32.63,27.79,4.1,12
PROD_0214,Sustainable Living,Books,PureEarth,"Sustainable Living from PureEarth. Category: Books. Features: Recycled, Non-Toxic, Biodegradable. Additional benefits: Organic, Water Efficient.","Recycled, Non-Toxic, Biodegradable, Organic, Water Efficient",49.46,35.75,4.4,83
